age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
v0,?,v1,11th,v0,Divorced,?,Unmarried,White,Female,v0,v0,v3,Canada,'<=50K'
v0,?,v2,10th,v0,Never-married,?,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Self-emp-not-inc,v3,Prof-school,v3,Never-married,Prof-specialty,Not-in-family,White,Male,v0,v3,v2,United-States,'>50K'
v2,Private,v0,Masters,v3,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v2,Private,v3,1st-4th,v0,Never-married,Machine-op-inspct,Not-in-family,White,Female,v0,v0,v0,El-Salvador,'<=50K'
v0,Private,v0,12th,v0,Never-married,Handlers-cleaners,Unmarried,White,Male,v0,v0,v2,United-States,'<=50K'
v1,Private,v0,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v1,Private,v3,Some-college,v1,Married-civ-spouse,Sales,Wife,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,HS-grad,v0,Divorced,Machine-op-inspct,Unmarried,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,Some-college,v1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Self-emp-not-inc,v3,7th-8th,v0,Divorced,Other-service,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Self-emp-not-inc,v2,Bachelors,v3,Never-married,Prof-specialty,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,HS-grad,v0,Never-married,Handlers-cleaners,Own-child,Black,Male,v0,v0,v0,United-States,'<=50K'
v2,Self-emp-not-inc,v3,9th,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Local-gov,v1,HS-grad,v0,Married-civ-spouse,Protective-serv,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v2,Self-emp-not-inc,v0,Bachelors,v3,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,State-gov,v1,Masters,v3,Divorced,Prof-specialty,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Federal-gov,v0,Assoc-acdm,v2,Married-civ-spouse,Adm-clerical,Wife,White,Female,v3,v0,v0,United-States,'>50K'
v1,Private,v2,HS-grad,v0,Never-married,Protective-serv,Other-relative,Black,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,5th-6th,v0,Never-married,Craft-repair,Not-in-family,White,Male,v0,v0,v0,Mexico,'<=50K'
v3,Private,v3,11th,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v2,United-States,'<=50K'
v1,Private,v3,7th-8th,v0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v1,11th,v0,Never-married,Other-service,Other-relative,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v1,HS-grad,v0,Never-married,Handlers-cleaners,Other-relative,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,Some-college,v1,Separated,Adm-clerical,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v2,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,Black,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v3,Masters,v3,Divorced,Exec-managerial,Not-in-family,White,Female,v0,v0,v3,United-States,'>50K'
v3,Private,v2,Preschool,v0,Widowed,Craft-repair,Unmarried,Black,Male,v0,v0,v0,United-States,'<=50K'
v3,?,v3,HS-grad,v0,Widowed,?,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v2,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v3,v0,v3,United-States,'>50K'
v0,Federal-gov,v0,HS-grad,v0,Pool,Sales,Wife,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Local-gov,v3,Bachelors,v3,Divorced,Prof-specialty,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v3,HS-grad,v0,Married-civ-spouse,Adm-clerical,Husband,White,Male,v0,v0,v2,United-States,'<=50K'
v2,Private,v1,HS-grad,v0,Married-spouse-absent,Other-service,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v1,Some-college,v1,Separated,Adm-clerical,Own-child,White,Female,v0,v0,v0,Puerto-Rico,'<=50K'
v3,Private,v2,Prof-school,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,HS-grad,v0,Never-married,Prof-specialty,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v2,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v2,United-States,'>50K'
v2,Private,v3,Some-college,v1,Separated,Adm-clerical,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v3,HS-grad,v0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v3,Private,v1,10th,v0,Separated,Other-service,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Local-gov,v1,Masters,v3,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,v0,v0,v0,Taiwan,'<=50K'
v0,Private,v0,HS-grad,v0,Divorced,Tech-support,Unmarried,White,Female,v0,v0,v0,Germany,'<=50K'
v2,Private,v3,HS-grad,v0,Married-civ-spouse,Transport-moving,Husband,White,Male,v0,v0,v3,Italy,'>50K'
v3,Self-emp-inc,v0,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v3,v3,United-States,'>50K'
v2,Private,v3,HS-grad,v0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v2,Some-college,v1,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,Some-college,v1,Married-civ-spouse,Other-service,Husband,White,Male,v0,v3,v3,United-States,'<=50K'
v3,Private,v3,11th,v0,Divorced,Other-service,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v0,9th,v0,Widowed,Priv-house-serv,Not-in-family,Black,Female,v3,v0,v0,United-States,'<=50K'
v1,Local-gov,v3,HS-grad,v0,Divorced,Adm-clerical,Own-child,White,Female,v0,v3,v0,United-States,'<=50K'
v0,Private,v2,12th,v0,Never-married,Other-service,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Self-emp-inc,v2,Prof-school,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v3,?,'>50K'
v0,Private,v1,HS-grad,v0,Never-married,Handlers-cleaners,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v1,Some-college,v1,Never-married,Sales,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v0,HS-grad,v0,Separated,Adm-clerical,Unmarried,White,Female,v0,v0,v2,United-States,'<=50K'
v1,Local-gov,v1,Masters,v3,Never-married,Adm-clerical,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,11th,v0,Never-married,Machine-op-inspct,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,Masters,v3,Married-civ-spouse,Sales,Wife,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v0,Some-college,v1,Divorced,Sales,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v1,HS-grad,v0,Married-civ-spouse,Tech-support,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v1,Private,v1,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v2,Private,v1,HS-grad,v0,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v3,Self-emp-not-inc,v0,HS-grad,v0,Married-civ-spouse,Farming-fishing,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v0,Private,v3,7th-8th,v0,Never-married,Craft-repair,Other-relative,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v1,HS-grad,v0,Divorced,Craft-repair,Unmarried,Black,Male,v0,v0,v0,United-States,'<=50K'
v2,Self-emp-not-inc,v0,Assoc-voc,v2,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v2,Private,v2,HS-grad,v0,Never-married,Craft-repair,Not-in-family,White,Male,v0,v0,v0,Canada,'<=50K'
v3,Private,v0,Assoc-acdm,v2,Married-civ-spouse,Sales,Wife,White,Female,v0,v3,v0,United-States,'>50K'
v1,Private,v1,HS-grad,v0,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,v0,v0,v0,?,'<=50K'
v3,Private,v0,HS-grad,v0,Divorced,Machine-op-inspct,Own-child,Black,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,Bachelors,v3,Never-married,Adm-clerical,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v2,10th,v0,Married-civ-spouse,Transport-moving,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v0,?,v2,Some-college,v1,Never-married,?,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Self-emp-not-inc,v2,HS-grad,v0,Never-married,Craft-repair,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v1,?,v2,Assoc-voc,v2,Never-married,?,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Self-emp-not-inc,v1,Prof-school,v3,Never-married,Prof-specialty,Own-child,White,Male,v0,v0,v3,Italy,'>50K'
v0,Private,v3,Bachelors,v3,Never-married,Machine-op-inspct,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Local-gov,v1,Some-college,v1,Married-civ-spouse,Adm-clerical,Husband,White,Male,v0,v3,v3,United-States,'<=50K'
v1,Private,v3,Some-college,v1,Never-married,Other-service,Own-child,Black,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,HS-grad,v0,Never-married,Other-service,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v3,11th,v0,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,v0,v0,v0,United-States,'<=50K'
v1,Self-emp-not-inc,v0,Some-college,v1,Married-civ-spouse,Farming-fishing,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,HS-grad,v0,Never-married,Sales,Unmarried,Black,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v2,Some-college,v1,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v0,Private,v3,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,State-gov,v0,Bachelors,v3,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,v0,v0,v0,United-States,'<=50K'
v0,Local-gov,v2,11th,v0,Never-married,Other-service,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v1,HS-grad,v0,Never-married,Craft-repair,Own-child,Black,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v3,Preschool,v0,Never-married,Other-service,Other-relative,White,Female,v0,v0,v0,Mexico,'<=50K'
v0,?,v3,HS-grad,v0,Never-married,?,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v0,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v1,Private,v2,HS-grad,v0,Never-married,Craft-repair,Own-child,White,Male,v0,v0,v2,United-States,'<=50K'
v0,Private,v1,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v2,United-States,'>50K'
v2,Private,v1,Some-college,v1,Widowed,Exec-managerial,Unmarried,Black,Female,v0,v3,v0,United-States,'<=50K'
v0,?,v0,HS-grad,v0,Married-civ-spouse,?,Wife,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v2,Bachelors,v3,Married-civ-spouse,Protective-serv,Husband,Black,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,HS-grad,v0,Never-married,Machine-op-inspct,Unmarried,Black,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v0,Some-college,v1,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v2,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v3,Local-gov,v3,Masters,v3,Separated,Prof-specialty,Unmarried,White,Female,v0,v0,v3,United-States,'<=50K'
v2,Private,v2,Some-college,v1,Divorced,Exec-managerial,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Self-emp-inc,v0,10th,v0,Married-civ-spouse,Farming-fishing,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v0,Private,v3,Bachelors,v3,Never-married,Prof-specialty,Not-in-family,White,Male,v0,v0,v3,United-States,'<=50K'
v3,?,v1,7th-8th,v0,Widowed,?,Not-in-family,Black,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v1,Assoc-voc,v2,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v1,Self-emp-not-inc,v0,HS-grad,v0,Never-married,Farming-fishing,Own-child,White,Male,v0,v0,v3,United-States,'<=50K'
v0,Private,v2,HS-grad,v0,Never-married,Craft-repair,Own-child,White,Female,v0,v0,v2,United-States,'<=50K'
v2,Private,v2,Some-college,v1,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v2,United-States,'>50K'
v0,Private,v1,HS-grad,v0,Never-married,Craft-repair,Not-in-family,White,Male,v0,v0,v0,Pool,'<=50K'
v3,Private,v2,HS-grad,v0,Widowed,Adm-clerical,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Self-emp-inc,v0,Bachelors,v3,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v0,Private,v0,Some-college,v1,Never-married,Sales,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Self-emp-not-inc,v3,Bachelors,v3,Never-married,Farming-fishing,Not-in-family,White,Male,v0,v0,v3,Mexico,'<=50K'
v1,Private,v1,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v3,v0,v2,United-States,'>50K'
v1,Private,v2,HS-grad,v0,Divorced,Handlers-cleaners,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v2,HS-grad,v0,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v3,Private,v0,11th,v0,Married-civ-spouse,Craft-repair,Husband,Black,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,Some-college,v1,Never-married,Adm-clerical,Unmarried,Black,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v2,HS-grad,v0,Divorced,Craft-repair,Not-in-family,White,Male,v3,v0,v0,United-States,'<=50K'
v3,Private,v3,Some-college,v1,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v2,United-States,'>50K'
v1,Private,v2,HS-grad,v0,Divorced,Machine-op-inspct,Unmarried,White,Male,v0,v0,v3,United-States,'<=50K'
v2,State-gov,v1,Some-college,v1,Divorced,Adm-clerical,Unmarried,Black,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,Masters,v3,Never-married,Exec-managerial,Not-in-family,White,Male,v0,v0,v0,United-States,'>50K'
v0,Private,v2,9th,v0,Never-married,Handlers-cleaners,Other-relative,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Self-emp-inc,v1,Some-college,v1,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Self-emp-not-inc,v1,HS-grad,v0,Married-civ-spouse,Farming-fishing,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,Some-college,v1,Divorced,Adm-clerical,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v1,Bachelors,v3,Never-married,Other-service,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Local-gov,v3,11th,v0,Married-civ-spouse,Craft-repair,Husband,Black,Male,v0,v0,v0,United-States,'>50K'
v2,Private,v1,Some-college,v1,Never-married,Handlers-cleaners,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,Some-college,v1,Never-married,Craft-repair,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v2,Masters,v3,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,v0,v0,v3,India,'<=50K'
v0,Private,v0,Some-college,v1,Never-married,Prof-specialty,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Self-emp-not-inc,v1,Some-college,v1,Divorced,Sales,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v1,Assoc-voc,v2,Never-married,Exec-managerial,Unmarried,White,Female,v0,v0,v0,Columbia,'<=50K'
v1,Private,v0,10th,v0,Married-civ-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,v0,v0,v0,United-States,'<=50K'
v1,Self-emp-not-inc,v3,Bachelors,v3,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v3,Japan,'<=50K'
v2,Local-gov,v1,11th,v0,Married-civ-spouse,Transport-moving,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v2,Bachelors,v3,Never-married,Exec-managerial,Not-in-family,White,Male,v0,v0,v2,United-States,'<=50K'
v1,Private,v2,HS-grad,v0,Divorced,Machine-op-inspct,Other-relative,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v2,HS-grad,v0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,v3,v0,v0,Mexico,'<=50K'
v3,?,v1,HS-grad,v0,Married-civ-spouse,?,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v3,7th-8th,v0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v2,7th-8th,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v2,Private,v0,Some-college,v1,Separated,Other-service,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,Some-college,v1,Divorced,Sales,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,Assoc-acdm,v2,Never-married,Adm-clerical,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v0,?,v1,Some-college,v1,Never-married,?,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v3,Assoc-voc,v2,Divorced,Tech-support,Unmarried,White,Female,v0,v0,v3,United-States,'<=50K'
v3,Private,v0,Some-college,v1,Divorced,Tech-support,Other-relative,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,HS-grad,v0,Never-married,Craft-repair,Other-relative,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v2,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v2,United-States,'<=50K'
v2,Self-emp-inc,v1,HS-grad,v0,Married-civ-spouse,Sales,Wife,White,Female,v0,v0,v3,United-States,'<=50K'
v1,Private,v3,Masters,v3,Separated,Exec-managerial,Not-in-family,White,Male,v0,v0,v2,United-States,'>50K'
v2,Private,v2,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v2,United-States,'>50K'
v3,State-gov,v2,Doctorate,v3,Never-married,Prof-specialty,Not-in-family,White,Female,v3,v0,v0,United-States,'>50K'
v0,Private,v1,HS-grad,v0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v1,Self-emp-not-inc,v2,HS-grad,v0,Never-married,Exec-managerial,Not-in-family,White,Male,v3,v0,v3,United-States,'<=50K'
v2,State-gov,v2,Bachelors,v3,Married-civ-spouse,Adm-clerical,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Federal-gov,v3,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v0,Private,v2,HS-grad,v0,Never-married,Farming-fishing,Own-child,White,Male,v0,v0,v3,United-States,'<=50K'
v3,Private,v0,Some-college,v1,Never-married,Exec-managerial,Not-in-family,Black,Female,v0,v0,v0,United-States,'<=50K'
v3,State-gov,v1,Doctorate,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v3,Private,v0,Prof-school,v3,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,v0,v3,v0,Philippines,'>50K'
v3,Private,v0,Bachelors,v3,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v2,Private,v0,10th,v0,Never-married,Craft-repair,Not-in-family,Black,Male,v0,v0,v0,?,'<=50K'
v0,Private,v0,HS-grad,v0,Never-married,Sales,Own-child,White,Female,v0,v3,v0,United-States,'<=50K'
v2,Self-emp-not-inc,v0,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,England,'<=50K'
v0,Private,v3,HS-grad,v0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,v0,v0,v2,United-States,'<=50K'
v2,Self-emp-inc,v2,Prof-school,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v3,v3,United-States,'>50K'
v0,Private,v0,Some-college,v1,Never-married,Other-service,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v0,State-gov,v0,Masters,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v1,HS-grad,v0,Widowed,Machine-op-inspct,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v3,HS-grad,v0,Separated,Machine-op-inspct,Unmarried,White,Female,v0,v3,v0,United-States,'<=50K'
v2,Private,v1,Some-college,v1,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v2,?,v0,HS-grad,v0,Divorced,?,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v3,HS-grad,v0,Pool,Adm-clerical,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v3,Private,v2,Masters,v3,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v3,Local-gov,v3,Bachelors,v3,Widowed,Prof-specialty,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v3,HS-grad,v0,Divorced,Adm-clerical,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Local-gov,v0,12th,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v2,Self-emp-not-inc,v3,Some-college,v1,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v3,Local-gov,v1,Prof-school,v3,Never-married,Exec-managerial,Not-in-family,Black,Female,v0,v0,v3,United-States,'>50K'
v0,State-gov,v0,Bachelors,v3,Never-married,Prof-specialty,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v2,?,v3,Assoc-voc,v2,Married-civ-spouse,?,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,Some-college,v1,Never-married,Adm-clerical,Other-relative,White,Female,v0,v0,v0,Mexico,'<=50K'
v0,Private,v2,HS-grad,v0,Never-married,Handlers-cleaners,Other-relative,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v1,5th-6th,v0,Divorced,Transport-moving,Not-in-family,White,Male,v0,v3,v3,United-States,'<=50K'
v3,Private,v2,Some-college,v1,Divorced,Adm-clerical,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v3,Bachelors,v3,Never-married,Sales,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Self-emp-not-inc,v3,Some-college,v1,Married-civ-spouse,Farming-fishing,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Self-emp-inc,v1,Assoc-acdm,v2,Married-civ-spouse,Exec-managerial,Husband,White,Male,v3,v0,v3,United-States,'>50K'
v3,Self-emp-inc,v1,Prof-school,v3,Married-civ-spouse,Transport-moving,Husband,White,Male,v3,v0,v3,United-States,'>50K'
v2,Private,v1,Bachelors,v3,Divorced,Sales,Unmarried,White,Female,v0,v0,v2,United-States,'<=50K'
v1,Private,v0,Some-college,v1,Married-civ-spouse,Transport-moving,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v1,Private,v3,HS-grad,v0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
